"anon_Mill" "anon_Sense" "anon_Villette"
"confess" 0.000962047236519313 0.0108695652173913 0.00360482841016768
"court" 0.000481023618259657 0.00334448160535117 0.00772463230750216
"deane" 0.0668622829380923 0 0
"eat" 0.00913944874693347 0.00501672240802676 0.0046347793845013
"entrance" 0.00481023618259657 0.0150501672240803 0.00823960779466897
"inclined" 0.00865842512867382 0.00585284280936455 0.00360482841016768
"interesting" 0.00481023618259657 0.0125418060200669 0.00360482841016768
"liberty" 0.0033671653278176 0.0158862876254181 0.00411980389733449
"occupied" 0.00529125980085622 0.00167224080267559 0.00823960779466897
"prevent" 0.00817740151041416 0.0183946488294314 0.00257487743583405
"spring" 0.00577228341911588 0.00418060200668896 0.00926955876900259
"tenderness" 0.0101014959834528 0.0158862876254181 0.0046347793845013
"understanding" 0.00625330703737554 0.0150501672240803 0.00257487743583405
"break" 0.00577228341911588 0.000836120401337793 0.00823960779466897
"c" 0.000962047236519313 0.00501672240802676 0.0185391175380052
"indifference" 0.00577228341911588 0.0158862876254181 0.00360482841016768
"lydgate^s" 0 0 0
"martin" 0 0 0
"supper" 0.0033671653278176 0.00334448160535117 0.00566473035883492
"touched" 0.00577228341911588 0.000836120401337793 0.010814485230503
"acquainted" 0.00240511809129828 0.0217391304347826 0.00205990194866724
"arrived" 0.0033671653278176 0.0167224080267559 0.00875458328183579
"hurried" 0.0105825196017124 0.00919732441471572 0.00669468133316854
"line" 0.00913944874693347 0.00418060200668896 0.00772463230750216
"vision" 0.00865842512867382 0 0.0154492646150043
"active" 0.00721535427389485 0.00752508361204013 0.00720965682033535
"bid" 0.0033671653278176 0.00334448160535117 0.00823960779466897
"choice" 0.00913944874693347 0.00919732441471572 0.00514975487166811
"doors" 0.00481023618259657 0.00250836120401338 0.0113294607176698
"doubtless" 0.00817740151041416 0.000836120401337793 0.00926955876900259
"growing" 0.0120255904564914 0.00418060200668896 0.0113294607176698
"hurry" 0.0076963778921545 0.00668896321070234 0.00772463230750216
"weak" 0.00817740151041416 0.00167224080267559 0.0159642401021711
"whispered" 0.00625330703737554 0.00250836120401338 0.0139043381535039
"aside" 0.00673433065563519 0.00418060200668896 0.0046347793845013
"disappointed" 0.00240511809129828 0.0142140468227425 0.00205990194866724
"doctor" 0.00625330703737554 0.00668896321070234 0.0159642401021711
"education" 0.0120255904564914 0.00836120401337793 0.00411980389733449
"event" 0 0.0209030100334448 0.00257487743583405
"firm" 0.0158737794025687 0.00250836120401338 0.0118444362048366
"gratitude" 0.0033671653278176 0.0150501672240803 0.00360482841016768
"kiss" 0.0105825196017124 0.00167224080267559 0.00617970584600173
"mental" 0.0120255904564914 0.000836120401337793 0.00669468133316854
"nice" 0.00865842512867382 0.00585284280936455 0.00617970584600173
"pure" 0.0033671653278176 0.00250836120401338 0.0113294607176698
"seldom" 0.00288614170955794 0.00250836120401338 0.00772463230750216
"straight" 0.0129876376930107 0.00167224080267559 0.0128743871791703
"younger" 0.00817740151041416 0.00501672240802676 0.00102995097433362
"brief" 0.0033671653278176 0.00501672240802676 0.0144193136406707
"continually" 0.0115445668382318 0.000836120401337793 0.00102995097433362
"dreadful" 0.0105825196017124 0.0117056856187291 0.00154492646150043
"dropped" 0.00288614170955794 0.00501672240802676 0.0175091665636716
"excited" 0.00481023618259657 0.00501672240802676 0.00823960779466897
"greatly" 0.00144307085477897 0.0100334448160535 0.00257487743583405
"horses" 0.00577228341911588 0.0100334448160535 0.00205990194866724
"persuaded" 0.00144307085477897 0.0133779264214047 0.0046347793845013
"shoulder" 0.00577228341911588 0.00167224080267559 0.00875458328183579
"unhappy" 0.00673433065563519 0.0167224080267559 0.00308985292300087
"wonderful" 0.016835826639088 0.00250836120401338 0.00617970584600173
"aspect" 0.0033671653278176 0.00167224080267559 0.0133893626663371
"beg" 0.00625330703737554 0.00836120401337793 0.00102995097433362
"bell" 0.00240511809129828 0.00167224080267559 0.0128743871791703
"bringing" 0.00625330703737554 0.0100334448160535 0.00514975487166811
"direction" 0.00288614170955794 0.00836120401337793 0.010814485230503
"expectation" 0.00481023618259657 0.0217391304347826 0.00514975487166811
"grief" 0.00865842512867382 0.0100334448160535 0.00978453425616941
"habits" 0.0033671653278176 0.00250836120401338 0.00669468133316854
"holding" 0.00865842512867382 0.000836120401337793 0.0113294607176698
"honest" 0.01394968492953 0.00585284280936455 0.0102995097433362
"hunsden" 0 0 0
"middle" 0.00577228341911588 0.00418060200668896 0.00772463230750216
"task" 0.00288614170955794 0.00250836120401338 0.00669468133316854
"worthy" 0.00481023618259657 0.000836120401337793 0.00617970584600173
"blind" 0.00192409447303863 0.00418060200668896 0.0123594116920035
"born" 0.00481023618259657 0.00418060200668896 0.00978453425616941
"eliza" 0 0.00668896321070234 0
"fortnight" 0.00384818894607725 0.0108695652173913 0.00411980389733449
"spend" 0.00673433065563519 0.00919732441471572 0.00257487743583405
"suffered" 0.0033671653278176 0.0225752508361204 0.0113294607176698
"decided" 0.00721535427389485 0.00585284280936455 0.0046347793845013
"dorothea^s" 0 0 0
"friendly" 0.00817740151041416 0.00585284280936455 0.00875458328183579
"gently" 0.00481023618259657 0.000836120401337793 0.00720965682033535
"he^d" 0.0149117321660494 0 0
"impression" 0.00721535427389485 0.00585284280936455 0.00566473035883492
"invitation" 0.0033671653278176 0.0267558528428094 0.00205990194866724
"parting" 0.0120255904564914 0.00836120401337793 0.0046347793845013
"stop" 0.0125066140747511 0.00668896321070234 0.00411980389733449
"beck" 0 0 0.0612820829728505
"crying" 0.0101014959834528 0.00418060200668896 0.00360482841016768
"goodness" 0.00577228341911588 0.00668896321070234 0.00875458328183579
"hitherto" 0.00481023618259657 0.00668896321070234 0.010814485230503
"possibly" 0.00384818894607725 0.00668896321070234 0.00772463230750216
"reader" 0.000962047236519313 0 0.0278086763070078
"space" 0.00625330703737554 0.00167224080267559 0.0118444362048366
"weary" 0.00481023618259657 0.00334448160535117 0.00772463230750216
"bates" 0 0 0
"bread" 0.00625330703737554 0 0.00875458328183579
"cottage" 0.00144307085477897 0.0510033444816054 0.000514975487166811
"faces" 0.00721535427389485 0.000836120401337793 0.00411980389733449
"hearth" 0.00481023618259657 0 0.00875458328183579
"indifferent" 0.00817740151041416 0.0133779264214047 0.00308985292300087
"noticed" 0.00240511809129828 0.00167224080267559 0.0149342891278375
"outside" 0.0115445668382318 0.000836120401337793 0.00772463230750216
"patience" 0.00432921256433691 0.00585284280936455 0.00823960779466897
"regarded" 0.00481023618259657 0.00668896321070234 0.00566473035883492
"wanting" 0.00481023618259657 0.00501672240802676 0.00205990194866724
"accept" 0.00288614170955794 0.00836120401337793 0.00926955876900259
"adele" 0 0 0
"blame" 0.00481023618259657 0.00418060200668896 0.0046347793845013
"cross" 0.00721535427389485 0.00250836120401338 0.010814485230503
"darkness" 0.00721535427389485 0 0.0113294607176698
"demanded" 0.00384818894607725 0.000836120401337793 0.0113294607176698
"desired" 0.00481023618259657 0.00418060200668896 0.00566473035883492
"fully" 0.00240511809129828 0.00501672240802676 0.00720965682033535
"grange" 0 0 0
"highbury" 0 0 0
"inclination" 0.00625330703737554 0.0142140468227425 0.00411980389733449
"move" 0.00240511809129828 0.00250836120401338 0.00566473035883492
"wholly" 0.000962047236519313 0.00836120401337793 0.0139043381535039
"actually" 0.00529125980085622 0.00501672240802676 0.010814485230503
"ay" 0.0278993698590601 0.00836120401337793 0.00411980389733449
"doesn^t" 0.0144307085477897 0 0
"ignorance" 0.00529125980085622 0.0100334448160535 0.0046347793845013
"ignorant" 0.00384818894607725 0.00418060200668896 0.00411980389733449
"inquired" 0.00192409447303863 0.00334448160535117 0.0169941910765048
"minds" 0.0134686613112704 0.000836120401337793 0.00566473035883492
"occurred" 0.00913944874693347 0.0117056856187291 0.00411980389733449
"parted" 0.00673433065563519 0.0108695652173913 0.00566473035883492
"relations" 0.00673433065563519 0.0133779264214047 0.00154492646150043
"complete" 0.00432921256433691 0.00668896321070234 0.00617970584600173
"forehead" 0.00384818894607725 0 0.0046347793845013
"friendship" 0.00432921256433691 0.0167224080267559 0.00669468133316854
"higher" 0.00962047236519313 0.00167224080267559 0.00411980389733449
"lose" 0.00865842512867382 0.00334448160535117 0.0046347793845013
"loud" 0.0105825196017124 0.00418060200668896 0.00720965682033535
"strongly" 0.0134686613112704 0.00668896321070234 0.00205990194866724
"ways" 0.00817740151041416 0.00167224080267559 0.00360482841016768
"advice" 0.0076963778921545 0.00836120401337793 0.00411980389733449
"agitation" 0.00625330703737554 0.0142140468227425 0.00205990194866724
"aid" 0.00481023618259657 0.00250836120401338 0.00926955876900259
"dull" 0.0076963778921545 0.00836120401337793 0.0046347793845013
"earnestly" 0.00529125980085622 0.0108695652173913 0.00308985292300087
"impulse" 0.00721535427389485 0.00250836120401338 0.010814485230503
"points" 0.00577228341911588 0.00501672240802676 0.0113294607176698
"removed" 0.000962047236519313 0.0125418060200669 0.00411980389733449
"rise" 0.00721535427389485 0.00250836120401338 0.010814485230503
"simply" 0.00721535427389485 0.00167224080267559 0.0046347793845013
"suit" 0.00865842512867382 0.00167224080267559 0.00514975487166811
"suspicion" 0.00673433065563519 0.0125418060200669 0.00308985292300087
"windows" 0.0033671653278176 0.00250836120401338 0.00978453425616941
"belief" 0.0120255904564914 0.00585284280936455 0.00257487743583405
"concerning" 0.0110635432199721 0.00167224080267559 0.00257487743583405
"cool" 0.00384818894607725 0.000836120401337793 0.0133893626663371
"fallen" 0.0101014959834528 0.00167224080267559 0.00772463230750216
"grateful" 0.00625330703737554 0.0108695652173913 0.00772463230750216
"imagined" 0.00144307085477897 0.00668896321070234 0.00205990194866724
"immediate" 0.00721535427389485 0.0192307692307692 0.00154492646150043
"key" 0.0076963778921545 0 0.0102995097433362
"law" 0.0230891336764635 0.00250836120401338 0.00154492646150043
"observation" 0.00721535427389485 0.0150501672240803 0.00823960779466897
"path" 0.00432921256433691 0.000836120401337793 0.00875458328183579
"reflection" 0.00192409447303863 0.0108695652173913 0.00411980389733449
"stelling" 0.0596469286641974 0 0
"aye" 0 0.0125418060200669 0
"carrying" 0.0076963778921545 0.00668896321070234 0.00257487743583405
"conviction" 0.00529125980085622 0.0175585284280936 0.00772463230750216
"eight" 0.00577228341911588 0.00836120401337793 0.00308985292300087
"folly" 0.00432921256433691 0.0117056856187291 0.00308985292300087
"frances" 0.000481023618259657 0 0
"important" 0.0033671653278176 0.0100334448160535 0.00257487743583405
"kindly" 0.00817740151041416 0.00167224080267559 0.0133893626663371
"la" 0.00240511809129828 0.00501672240802676 0.0391381370246776
"lead" 0.00865842512867382 0.00585284280936455 0.00926955876900259
"loving" 0.0110635432199721 0.000836120401337793 0.00617970584600173
"produced" 0.00865842512867382 0.0217391304347826 0
"rough" 0.0076963778921545 0 0.00411980389733449
"sick" 0 0.00334448160535117 0.00669468133316854
"terms" 0.0033671653278176 0.0100334448160535 0.0102995097433362
"wicked" 0.00962047236519313 0.00250836120401338 0.00411980389733449
"charge" 0.000962047236519313 0.00752508361204013 0.0113294607176698
"clergyman" 0.0076963778921545 0.000836120401337793 0
"direct" 0.0105825196017124 0.00752508361204013 0.00772463230750216
"frightened" 0.0110635432199721 0.00418060200668896 0.00360482841016768
"grace" 0 0.00167224080267559 0.0113294607176698
"hastily" 0.00817740151041416 0.0100334448160535 0.00308985292300087
"hetty^s" 0 0 0
"objects" 0.0076963778921545 0.00919732441471572 0.00205990194866724
"patient" 0.00432921256433691 0.00501672240802676 0.0118444362048366
"useful" 0.00432921256433691 0.00167224080267559 0.0046347793845013
"value" 0.00144307085477897 0.00668896321070234 0.00926955876900259
"boys" 0.0115445668382318 0.00250836120401338 0.00257487743583405
"claim" 0.00432921256433691 0.00585284280936455 0.0046347793845013
"estate" 0.000962047236519313 0.0158862876254181 0.00102995097433362
"explanation" 0.00192409447303863 0.0100334448160535 0.00514975487166811
"truly" 0.00384818894607725 0.00334448160535117 0.00823960779466897
"un" 0.0105825196017124 0 0.0102995097433362
"wine" 0.00721535427389485 0.00418060200668896 0.0046347793845013
"bore" 0.00432921256433691 0.00334448160535117 0.0154492646150043
"cadwallader" 0 0 0
"cared" 0.00432921256433691 0 0.00617970584600173
"fetch" 0.0115445668382318 0.00250836120401338 0.00617970584600173
"gives" 0.00625330703737554 0.000836120401337793 0.00566473035883492
"hill" 0.00288614170955794 0.00585284280936455 0.00154492646150043
"indignation" 0.00673433065563519 0.00836120401337793 0.000514975487166811
"mademoiselle" 0 0 0.029868578255675
"shake" 0.00913944874693347 0.000836120401337793 0.00514975487166811
"they^re" 0.0182788974938669 0 0.000514975487166811
"third" 0.00384818894607725 0.00836120401337793 0.00978453425616941
"upstairs" 0.0144307085477897 0.000836120401337793 0.00154492646150043
"various" 0.00673433065563519 0.00167224080267559 0.00411980389733449
"amusement" 0.000962047236519313 0.0117056856187291 0.0046347793845013
"bessie" 0 0 0
"brandon" 0 0.0994983277591973 0
"cheeks" 0.00913944874693347 0.00250836120401338 0.00411980389733449
"dim" 0.00865842512867382 0 0.0113294607176698
"interested" 0.00240511809129828 0.0100334448160535 0.00926955876900259
"listening" 0.00384818894607725 0.00668896321070234 0.00875458328183579
"sharp" 0.00817740151041416 0.00250836120401338 0.010814485230503
"stairs" 0.00625330703737554 0.0158862876254181 0.00566473035883492
"constant" 0.00240511809129828 0.0183946488294314 0.00514975487166811
"drink" 0.00144307085477897 0.00250836120401338 0.0046347793845013
"endure" 0.00625330703737554 0.00250836120401338 0.00514975487166811
"goes" 0.0101014959834528 0.00418060200668896 0.00360482841016768
"nearer" 0.00432921256433691 0.00585284280936455 0.00720965682033535
"ordinary" 0.00481023618259657 0.00418060200668896 0.00566473035883492
"selfish" 0.00577228341911588 0.0117056856187291 0.00566473035883492
"sign" 0.0110635432199721 0.00167224080267559 0.0046347793845013
"unknown" 0.00817740151041416 0.00418060200668896 0.00772463230750216
"vanity" 0.00481023618259657 0.0108695652173913 0.00411980389733449
"alarm" 0.00865842512867382 0.0150501672240803 0.000514975487166811
"cathy" 0 0 0
"discovered" 0.00432921256433691 0.00585284280936455 0.00772463230750216
"hargrave" 0 0 0
"interrupted" 0.00288614170955794 0.00501672240802676 0.00308985292300087
"lessons" 0.00962047236519313 0 0.0133893626663371
"marked" 0.0033671653278176 0.00501672240802676 0.0102995097433362
"partly" 0.00288614170955794 0.000836120401337793 0.00875458328183579
"wretched" 0.00625330703737554 0.0100334448160535 0.0046347793845013
"absolutely" 0.00192409447303863 0.00836120401337793 0.00257487743583405
"box" 0.0129876376930107 0 0.0113294607176698
"earnshaw" 0 0 0
"ended" 0.00529125980085622 0.00752508361204013 0.00205990194866724
"faint" 0.00625330703737554 0.00501672240802676 0.00669468133316854
"faith" 0.00673433065563519 0.00501672240802676 0.0139043381535039
"fears" 0.00288614170955794 0.00836120401337793 0.0046347793845013
"illness" 0.0033671653278176 0.0100334448160535 0.00669468133316854
"proof" 0.00192409447303863 0.0117056856187291 0.00823960779466897
"reed" 0 0 0
"throw" 0.0101014959834528 0.00334448160535117 0.00360482841016768
"according" 0.00481023618259657 0.00167224080267559 0.00772463230750216
"advanced" 0.00625330703737554 0.00752508361204013 0.00875458328183579
"around" 0.00673433065563519 0.00752508361204013 0.00617970584600173
"baby" 0.0115445668382318 0.00167224080267559 0.00205990194866724
"complexion" 0.0033671653278176 0.00752508361204013 0.00875458328183579
"distress" 0.0033671653278176 0.0217391304347826 0.00257487743583405
"energy" 0.00481023618259657 0.00334448160535117 0.00566473035883492
"foolish" 0.00481023618259657 0.00501672240802676 0.000514975487166811
"generous" 0.00192409447303863 0.00418060200668896 0.00669468133316854
"keen" 0.00625330703737554 0.000836120401337793 0.00823960779466897
"moving" 0.00625330703737554 0.00334448160535117 0.00154492646150043
"n" 0.0101014959834528 0 0.0139043381535039
"spread" 0.00384818894607725 0.00167224080267559 0.0123594116920035
"struggle" 0.0115445668382318 0.00418060200668896 0.00514975487166811
"vague" 0.0115445668382318 0.000836120401337793 0.00669468133316854
"wear" 0.0110635432199721 0.00167224080267559 0.0113294607176698
"wet" 0.00721535427389485 0.00250836120401338 0.00772463230750216
"accepted" 0.0033671653278176 0.00585284280936455 0.00411980389733449
"affairs" 0.00529125980085622 0.00334448160535117 0.00205990194866724
"cap" 0.00865842512867382 0.00250836120401338 0.00617970584600173
"departure" 0.00144307085477897 0.00585284280936455 0.00823960779466897
"featherstone" 0 0 0
"ferrars" 0 0.0953177257525084 0
"gradually" 0.00865842512867382 0.00167224080267559 0.00360482841016768
"lisbeth" 0 0 0
"mdlle" 0 0 0
"neighbourhood" 0 0.00836120401337793 0.00257487743583405
"persons" 0.0076963778921545 0.000836120401337793 0.00772463230750216
"silly" 0.0120255904564914 0.00167224080267559 0.00360482841016768
"stupid" 0.00721535427389485 0.00418060200668896 0.0046347793845013
"success" 0.00240511809129828 0.00668896321070234 0.00411980389733449
"teach" 0.00721535427389485 0.00167224080267559 0.00514975487166811
"ceased" 0.00721535427389485 0.00836120401337793 0.00669468133316854
"drive" 0.00432921256433691 0.00501672240802676 0.00360482841016768
"entering" 0.00721535427389485 0.00585284280936455 0.0046347793845013
"grounds" 0.0033671653278176 0.00585284280936455 0.00257487743583405
"noble" 0.00192409447303863 0.00334448160535117 0.00669468133316854
"pair" 0.00721535427389485 0.00334448160535117 0.0128743871791703
"perceived" 0.00144307085477897 0.0108695652173913 0.00772463230750216
"pressed" 0.00529125980085622 0.0108695652173913 0.00772463230750216
"pupil" 0.00240511809129828 0.000836120401337793 0.0149342891278375
"ride" 0.00625330703737554 0.00334448160535117 0.00360482841016768
"taught" 0.00384818894607725 0.00334448160535117 0.00720965682033535
"twelve" 0.00721535427389485 0.00418060200668896 0.0046347793845013
"wise" 0.00432921256433691 0.00250836120401338 0.00566473035883492
"bartle" 0 0 0
"declared" 0.00288614170955794 0.0225752508361204 0.00720965682033535
"despair" 0.00673433065563519 0.00334448160535117 0.0046347793845013
"isabella" 0 0 0
"lies" 0.00625330703737554 0.000836120401337793 0.00823960779466897
"longed" 0.00529125980085622 0.00250836120401338 0.00669468133316854
"month" 0.0033671653278176 0.00334448160535117 0.00669468133316854
"nurse" 0.00384818894607725 0.00418060200668896 0.00772463230750216
"period" 0.0033671653278176 0.00585284280936455 0.00360482841016768
"shadow" 0.00625330703737554 0 0.0180241420508384
"solemn" 0.00384818894607725 0.00167224080267559 0.0113294607176698
"unable" 0.00721535427389485 0.0150501672240803 0.000514975487166811
"becoming" 0.0115445668382318 0.00250836120401338 0.00360482841016768
"buy" 0.0230891336764635 0.00668896321070234 0.00154492646150043
"consideration" 0.00384818894607725 0.0100334448160535 0.00154492646150043
"daily" 0.00577228341911588 0.00334448160535117 0.00566473035883492
"eagerly" 0.00577228341911588 0.0117056856187291 0.00205990194866724
"parents" 0.0033671653278176 0.000836120401337793 0.0113294607176698
"passage" 0.00625330703737554 0.00501672240802676 0.00772463230750216
"possibility" 0.0105825196017124 0.00585284280936455 0.00257487743583405
"woman^s" 0.00673433065563519 0 0.00772463230750216
"casaubon^s" 0 0 0
"clean" 0.0033671653278176 0 0.0118444362048366
"concern" 0.00240511809129828 0.0234113712374582 0.00205990194866724
"credit" 0.00529125980085622 0.00668896321070234 0.00566473035883492
"intelligence" 0.00144307085477897 0.0142140468227425 0.00617970584600173
"medical" 0.00192409447303863 0 0.00257487743583405
"observing" 0.00481023618259657 0.00668896321070234 0.00205990194866724
"odd" 0.00288614170955794 0.00752508361204013 0.00411980389733449
"praise" 0.00192409447303863 0.0150501672240803 0.00257487743583405
"remark" 0.00625330703737554 0.00501672240802676 0.0046347793845013
"request" 0.00432921256433691 0.00836120401337793 0.00257487743583405
"showing" 0.00721535427389485 0.00167224080267559 0.00514975487166811
"bearing" 0.00384818894607725 0.00167224080267559 0.0128743871791703
"bless" 0.00577228341911588 0.00418060200668896 0.00257487743583405
"capable" 0.00481023618259657 0.0150501672240803 0.00360482841016768
"clearly" 0.0101014959834528 0.00250836120401338 0.00308985292300087
"colour" 0 0.00919732441471572 0.0118444362048366
"departed" 0.00192409447303863 0.00250836120401338 0.00566473035883492
"fashion" 0.00577228341911588 0.00418060200668896 0.00926955876900259
"gaze" 0.0076963778921545 0.000836120401337793 0.00978453425616941
"grand" 0.00529125980085622 0.00250836120401338 0.0205990194866724
"likes" 0.00432921256433691 0.00334448160535117 0.00205990194866724
"mutual" 0.00529125980085622 0.0125418060200669 0.00566473035883492
"possession" 0.00432921256433691 0.00919732441471572 0.00720965682033535
"support" 0.0033671653278176 0.0117056856187291 0.00411980389733449
"working" 0.00432921256433691 0.00418060200668896 0.00669468133316854
"addressed" 0.000962047236519313 0.00250836120401338 0.00566473035883492
"art" 0.00288614170955794 0.00167224080267559 0.00978453425616941
"chief" 0.000962047236519313 0.00585284280936455 0.00360482841016768
"concerned" 0.0033671653278176 0.0117056856187291 0.00669468133316854
"connection" 0.00240511809129828 0.0183946488294314 0.00514975487166811
"guest" 0.0274183462408004 0.00334448160535117 0.00205990194866724
"heights" 0.000481023618259657 0.000836120401337793 0.00102995097433362
"leisure" 0.0033671653278176 0.0108695652173913 0.00617970584600173
"nose" 0.00673433065563519 0 0.0046347793845013
"parlour" 0 0.00919732441471572 0.00308985292300087
"plainly" 0.00288614170955794 0.00752508361204013 0.00669468133316854
"plenty" 0.00529125980085622 0.00250836120401338 0.00308985292300087
"roused" 0.00721535427389485 0.00418060200668896 0.00514975487166811
"slow" 0.00913944874693347 0.00250836120401338 0.00978453425616941
"thrust" 0.00673433065563519 0 0.00617970584600173
"affectionate" 0.00865842512867382 0.0183946488294314 0.00154492646150043
"chosen" 0.0033671653278176 0.000836120401337793 0.00617970584600173
"houses" 0.0125066140747511 0.00418060200668896 0.00617970584600173
"humour" 0 0.00752508361204013 0.00514975487166811
"importance" 0.00240511809129828 0.0117056856187291 0.00308985292300087
"moon" 0.000962047236519313 0 0.0133893626663371
"settle" 0.00144307085477897 0.00836120401337793 0.00411980389733449
"smith" 0 0.0142140468227425 0
"subjects" 0.00481023618259657 0.00334448160535117 0.00411980389733449
"ull" 0.015392755784309 0 0
"walls" 0.00192409447303863 0.00501672240802676 0.00926955876900259
"attend" 0.00240511809129828 0.00919732441471572 0.00360482841016768
"carefully" 0.00625330703737554 0.00334448160535117 0.00875458328183579
"class" 0.00240511809129828 0 0.0128743871791703
"command" 0.00577228341911588 0.00501672240802676 0.00514975487166811
"ginevra" 0 0 0.054587401639682
"leaves" 0.00529125980085622 0.00250836120401338 0.00823960779466897
"lying" 0.00865842512867382 0.00167224080267559 0.0046347793845013
"moss" 0.0408870075520708 0.000836120401337793 0.000514975487166811
"possessed" 0.00432921256433691 0.00167224080267559 0.0123594116920035
"religion" 0.00432921256433691 0.000836120401337793 0.0046347793845013
"scorn" 0.00384818894607725 0.000836120401337793 0.00978453425616941
"setting" 0.00432921256433691 0.00668896321070234 0.00566473035883492
"solitude" 0.00144307085477897 0.00668896321070234 0.00875458328183579
"views" 0.0125066140747511 0.00501672240802676 0.00154492646150043
"affected" 0.00240511809129828 0.00668896321070234 0.00566473035883492
"attached" 0.00529125980085622 0.00836120401337793 0.00205990194866724
"content" 0.000962047236519313 0.00167224080267559 0.0154492646150043
"divine" 0.00432921256433691 0.000836120401337793 0.00617970584600173
"governess" 0.00240511809129828 0 0.00308985292300087
"guess" 0.00384818894607725 0.00752508361204013 0.00411980389733449
"hills" 0.000962047236519313 0.0100334448160535 0.00154492646150043
"joined" 0 0.0150501672240803 0.00205990194866724
"refused" 0.00481023618259657 0.00250836120401338 0.00566473035883492
"secure" 0.00240511809129828 0.0108695652173913 0.00720965682033535
"seriously" 0.00240511809129828 0.00585284280936455 0.00411980389733449
"shaking" 0.0134686613112704 0 0.00205990194866724
"staying" 0.00192409447303863 0.0158862876254181 0.00257487743583405
"thin" 0.00144307085477897 0.00167224080267559 0.00720965682033535
"visits" 0.00384818894607725 0.00334448160535117 0.00566473035883492
"aloud" 0.00288614170955794 0.00250836120401338 0.00257487743583405
"approach" 0.00240511809129828 0.00334448160535117 0.00823960779466897
"charm" 0.00577228341911588 0.00250836120401338 0.00720965682033535
"consequences" 0.00481023618259657 0.00167224080267559 0.00154492646150043
"considerable" 0.00288614170955794 0.0125418060200669 0.000514975487166811
"depend" 0.00192409447303863 0.00836120401337793 0.00154492646150043
"edgar" 0 0 0
"forgot" 0.00913944874693347 0.0100334448160535 0.0046347793845013
"knee" 0.00481023618259657 0 0.0102995097433362
"manage" 0.00481023618259657 0.000836120401337793 0.00669468133316854
"ogg^s" 0.0500264562990043 0 0
"persuade" 0.00288614170955794 0.00668896321070234 0.00205990194866724
"shawl" 0.0033671653278176 0 0.0200840439995056
"shown" 0.00481023618259657 0.000836120401337793 0.00566473035883492
"civility" 0.00144307085477897 0.0133779264214047 0.00308985292300087
"completely" 0.00384818894607725 0.00668896321070234 0.00102995097433362
"cup" 0.00240511809129828 0 0.0123594116920035
"faults" 0.00384818894607725 0.00250836120401338 0.00978453425616941
"observe" 0.00288614170955794 0.00752508361204013 0.00617970584600173
"practice" 0.00625330703737554 0.00334448160535117 0.00154492646150043
"profession" 0.00192409447303863 0.00919732441471572 0.00308985292300087
"shoulders" 0.00529125980085622 0.00167224080267559 0.00669468133316854
"stirred" 0.00192409447303863 0.000836120401337793 0.00926955876900259
"stronger" 0.0105825196017124 0.00668896321070234 0.00308985292300087
"temptation" 0.00673433065563519 0.00418060200668896 0.00205990194866724
"urged" 0.00673433065563519 0.00836120401337793 0.00514975487166811
"war" 0.00817740151041416 0 0.00205990194866724
"big" 0.0163548030208283 0 0.00102995097433362
"devil" 0.00625330703737554 0.00334448160535117 0.00102995097433362
"escape" 0.00288614170955794 0.00668896321070234 0.00257487743583405
"excitement" 0.00913944874693347 0 0.00772463230750216
"eyre" 0 0 0
"kissed" 0.00673433065563519 0.00250836120401338 0.00308985292300087
"lively" 0.000962047236519313 0.0100334448160535 0.00772463230750216
"mood" 0.00240511809129828 0.000836120401337793 0.0226589214353397
"progress" 0.00384818894607725 0.00250836120401338 0.00669468133316854
"refuse" 0.00481023618259657 0.00167224080267559 0.00205990194866724
"seized" 0.00481023618259657 0.000836120401337793 0.00720965682033535
"uneasy" 0.00432921256433691 0.00334448160535117 0.00257487743583405
"wore" 0.0076963778921545 0.00167224080267559 0.0139043381535039
"apt" 0.0115445668382318 0 0.00308985292300087
"ball" 0.00288614170955794 0.000836120401337793 0.0046347793845013
"coach" 0.00529125980085622 0.00334448160535117 0.00154492646150043
"companions" 0.0033671653278176 0.00501672240802676 0.00617970584600173
"dry" 0.00384818894607725 0.00250836120401338 0.00772463230750216
"ellen" 0 0 0
"et" 0.000481023618259657 0 0.0293536027685082
"example" 0.00625330703737554 0.00250836120401338 0.00102995097433362
"exceedingly" 0.000481023618259657 0.0217391304347826 0.00154492646150043
"exercise" 0.0033671653278176 0.00418060200668896 0.00514975487166811
"explain" 0.00240511809129828 0.00668896321070234 0.00411980389733449
"mad" 0.00529125980085622 0 0.00566473035883492
"opinions" 0.00288614170955794 0.0133779264214047 0.00360482841016768
"approaching" 0.000962047236519313 0.00250836120401338 0.00669468133316854
"beneath" 0.00481023618259657 0.00167224080267559 0.00772463230750216
"lovely" 0.00192409447303863 0.00334448160535117 0.00411980389733449
"lower" 0.00673433065563519 0.00250836120401338 0.00617970584600173
"meantime" 0.000481023618259657 0.000836120401337793 0.00772463230750216
"muttered" 0.000962047236519313 0.000836120401337793 0.00514975487166811
"occasionally" 0.00577228341911588 0.00167224080267559 0.00617970584600173
"perceive" 0.00432921256433691 0.0117056856187291 0.00360482841016768
"pursued" 0.000481023618259657 0.00250836120401338 0.0195690685123388
"quarrel" 0.01394968492953 0.00250836120401338 0.0046347793845013
"remarkable" 0.00721535427389485 0.00167224080267559 0.0046347793845013
"rushed" 0.00962047236519313 0.000836120401337793 0.00772463230750216
